YEAR ;SEMESTRE;DEP_NAC;COD_DEP_NAC;CIU_NAC;COD_CIU_NAC;LON_CIU_NAC;LAT_CIU_NAC;EDAD;SEXO;ESTRATO;DISCAPACIDAD;TIPO_DISC;MOD_INS;PTOTAL;ADMITIDO;ADM_SEDE_NOMBRE;AREAC_SNIES;NIVEL
2017;2;GUAVIARE;95;SAN JOSÉ DEL GUAVIARE;95001;-72,640096;2,570478099;22,17;Mujeres;1;No;;Regular;452,03;No;;;Pregrado
2019;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;91263;-74,11391872;4,62457505;18;Hombres;3;No;;Regular;748,6405;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2012;1;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;20,26;Hombres;2;No;;Regular;446,1946;No;;;Pregrado
2011;1;CUNDINAMARCA;25;Lenguazaque;25407;-73,71144523;5,306026496;17,99;Mujeres;1;No;;Regular;466,1817;No;;;Pregrado
2016;2;SANTANDER;68;FLORIDABLANCA;68276;-73,09912164;7,07732172;17,73;Mujeres;3;No;;Regular;463,0799;No;;;Pregrado
2012;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;26;Hombres;2;No;;Regular;1,18;No;;Ciencias de la salud;Especialidades médicas
2019;2;BOYACÁ;15;SOGAMOSO;91263;-72,9232369;5,724862053;17;Hombres;2;No;;Regular;442,8202;No;;;Pregrado
2020;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19;Hombres;2;No;;Regular;711,2392;Sí;Bogotá;Matemáticas y ciencias naturales;Pregrado
2015;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,21;Mujeres;4;No;;Regular;453,217;No;;;Pregrado
2008;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;16,07;Hombres;3;No;;Regular;;No;;;Pregrado
2008;2;CESAR;20;SAN DIEGO;20750;-73,1807288;10,33369278;20,33;Hombres;3;No;;Regular;374,62;No;;;Pregrado
2016;1;BOYACÁ;15;TURMEQUÉ;15835;-73,4885657;5,32384575;24;Hombres;3;No;;Regular;1,27;No;;Ciencias de la salud;Especialidades médicas
2012;1;CÓRDOBA;23;MONTERÍA;23001;-75,89563933;8,749916663;17,06;Mujeres;2;No;;Regular;467,4972;No;;;Pregrado
2009;2;CÓRDOBA;23;PUERTO LIBERTADOR;23580;-75,67202229;7,889279214;17,21;Hombres;1;No;;Regular;453,34;No;;;Pregrado
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;30;Mujeres;3;No;;Regular;3,98;No;;Ciencias sociales y humanas;Especialización
2013;2;NARIÑO;52;IPIALES;52356;-77,64609566;0,829031719;20,62;Hombres;1;No;;Regular;546,6486;Sí;Manizales;Economía, administración, contaduría y afines;Pregrado
2021;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;17;Hombres;4;No;;Regular;605,5418;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21,43;Hombres;2;No;;Regular;486,31;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,63;Mujeres;1;No;;Regular;;No;;;Pregrado
2010;1;CUNDINAMARCA;25;SOACHA;25754;-74,19490154;4,586390016;17,48;Hombres;2;No;;Regular;589,24;No;;;Pregrado
2019;1;NARIÑO;52;IPIALES;52356;-77,64609566;0,829031719;17;Mujeres;1;No;;Regular;595,5166;No;;;Pregrado
2015;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,18;Mujeres;3;No;;Regular;503,2892;No;;;Pregrado
2012;2;CÓRDOBA;23;PLANETA RICA;23555;-75,5840215;8,411304059;17,58;Hombres;2;No;;Regular;618,6157;Sí;Medellín;Matemáticas y ciencias naturales;Pregrado
2014;1;BOYACÁ;15;LA CAPILLA;15380;-73,44501063;5,09555867;17,18;Mujeres;2;No;;Regular;481,2961;No;;;Pregrado
2011;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21,55;Hombres;2;No;;Regular;423,3621;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,36;Mujeres;3;No;;Regular;754,6074;Sí;Bogotá;Matemáticas y ciencias naturales;Pregrado
2017;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,56;Mujeres;3;No;;Regular;476,84;No;;;Pregrado
2010;2;SANTANDER;68;CHARALÁ;68167;-73,14666944;6,285335122;18,03;Hombres;3;No;;Regular;679,6646;No;;;Pregrado
2018;1;RISARALDA;66;MISTRATÓ;66456;-75,87941933;5,294665706;24;Hombres;4;No;;Regular;0,9;No;;Ingeniería, arquitectura, urbanismo y afines;Especialización
2019;1;CUNDINAMARCA;25;LA PALMA;25394;-74,39091128;5,358965225;21;Mujeres;3;No;;Especial;478,0336;No;;;Pregrado
2011;2;NORTE DE SANTANDER;54;CÚCUTA;54001;-72,50559097;7,905267117;18,43;Mujeres;2;No;;Regular;;No;;;Pregrado
2010;1;ANTIOQUIA;5;ARBOLETES;5051;-76,4266804;8,850006266;17,39;Hombres;2;No;;Regular;455,16;No;;;Pregrado
2015;2;CUNDINAMARCA;25;FUSAGASUGÁ;25290;-74,36636797;4,337748142;18,82;Hombres;4;No;;Regular;;No;;;Pregrado
2018;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19;Hombres;3;No;;Regular;552,6453;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,14;Mujeres;3;No;;Regular;478,12;No;;;Pregrado
2010;1;CESAR;20;VALLEDUPAR;20001;-73,25864834;10,46151843;17,51;Hombres;4;No;;Regular;459,03;No;;;Pregrado
2018;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;18;Hombres;2;No;;Regular;430,203;No;;;Pregrado
2020;2;CESAR;20;SAN DIEGO;20750;-73,1807288;10,33369278;19;Mujeres;1;No;;Especial;;No;;;Pregrado
2019;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;91263;-74,11391872;4,62457505;26;Hombres;3;No;;Regular;607,1578;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,28;Hombres;2;No;;Regular;;No;;;Pregrado
2017;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,2;Hombres;2;No;;Regular;502,87;No;;;Pregrado
2014;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,67;Hombres;2;No;;Regular;582,9701;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,41;Hombres;3;No;;Regular;554,4838;No;;;Pregrado
2010;2;BOYACÁ;15;SOCOTÁ;15755;-72,63646037;6,041175396;17,21;Hombres;1;No;;Regular;466,1228;No;;;Pregrado
2020;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17;Mujeres;3;No;;Regular;635,8115;No;;;Pregrado
2010;2;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;18,29;Hombres;1;No;;Regular;558,9101;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2020;1;SANTANDER;68;BUCARAMANGA;68001;-73,13232523;7,122787285;15;Hombres;4;No;;Especial;620,1185;No;;;Pregrado
2008;1;ANTIOQUIA;5;ITAGÜÍ;5360;-75,62972195;6,168158303;17,26;Hombres;3;No;;Regular;;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2020;2;CUNDINAMARCA;25;TENJO;25799;-74,14345182;4,871715773;18;Mujeres;2;No;;Regular;562,3076;No;;;Pregrado
2018;1;BOLÍVAR;13;CARTAGENA DE INDIAS;13001;-75,50122922;10,39881648;16,35;Mujeres;3;No;;Regular;414,6443;No;;;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,97;Mujeres;3;No;;Regular;692,82;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2011;1;VALLE DEL CAUCA;76;Palmira;76520;-76,29821561;3,532937331;16,48;Hombres;2;No;;Regular;477,0541;Sí;Palmira;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Hombres;3;No;;Regular;306,4759;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,7;Hombres;2;No;;Regular;671,18;No;;;Pregrado
2015;2;SANTANDER;68;PUENTE NACIONAL;68572;-73,67750975;5,878191492;20,54;Hombres;2;No;;Regular;511,5605;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;39;Mujeres;5;No;;Regular;4,16;Sí;Bogotá;Ciencias sociales y humanas;Especialización
2013;1;ANTIOQUIA;5;VALPARAÍSO;5856;-75,6247152;5,614698523;17,33;Mujeres;3;No;;Regular;430,14;No;;;Pregrado
2010;1;CUNDINAMARCA;25;GACHETÁ;25297;-73,63648643;4,816329757;22,1;Hombres;1;No;;Regular;299,05;No;;;Pregrado
2016;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;40;Hombres;4;No;;Regular;4,2;Sí;Bogotá;Bellas artes;Especialización
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,59;Mujeres;2;No;;Regular;522,8584;No;;;Pregrado
2013;1;PUTUMAYO;86;MOCOA;86001;-76,6519175;1,144284508;17,44;Mujeres;1;No;;Regular;402,6;No;;;Pregrado
2008;1;TOLIMA;73;IBAGUÉ;73001;-75,19635015;4,439630726;17,01;Hombres;2;No;;Regular;;No;;;Pregrado
2014;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;18,72;Hombres;3;No;;Regular;629,1281;Sí;Medellín;Matemáticas y ciencias naturales;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,09;Mujeres;1;No;;Regular;506,21;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,19;Mujeres;2;No;;Regular;431,51;No;;;Pregrado
2010;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,31;Hombres;3;No;;Regular;518,679;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Mujeres;2;No;;Regular;483,3701;No;;;Pregrado
2012;1;CÓRDOBA;23;SAN BERNARDO DEL VIENTO;23675;-75,95404449;9,353877993;16,31;Mujeres;1;No;;Especial;415,1259;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,62;Mujeres;3;No;;Regular;;No;;;Pregrado
2014;2;QUINDÍO;63;ARMENIA;63001;-75,67624541;4,538053316;22,23;Hombres;3;No;;Regular;;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,86;Mujeres;3;No;;Regular;420,4744;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,01;Hombres;3;No;;Regular;481,2534;No;;;Pregrado
2008;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;18,67;Mujeres;3;No;;Regular;;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2008;1;NARIÑO;52;SAN ANDRÉS DE TUMACO;52835;-78,78940097;1,750299723;17,41;Mujeres;3;No;;Regular;;No;;;Pregrado
2019;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16;Hombres;3;No;;Regular;467,8167;No;;;Pregrado
2019;2;MAGDALENA;47;SANTA MARTA;47001;-74,18839705;11,22570314;23;Hombres;;No;;Regular;339,1851;No;;;Pregrado
2012;1;HUILA;41;NEIVA;41001;-75,27794587;2,935545593;16,61;Mujeres;2;No;;Regular;396,0325;No;;;Pregrado
2013;1;SANTANDER;68;PUENTE NACIONAL;68572;-73,67750975;5,878191492;17,12;Mujeres;2;No;;Regular;502,72;No;;;Pregrado
2019;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;18;Hombres;1;No;;Regular;423,9939;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,74;Mujeres;3;No;;Regular;514,6399;No;;;Pregrado
2011;2;CESAR;20;VALLEDUPAR;20001;-73,25864834;10,46151843;24;Mujeres;3;No;;Regular;4,02;Sí;Bogotá;Ciencias sociales y humanas;Especialización
2010;2;CUNDINAMARCA;25;VILLETA;25875;-74,47289332;5,00942833;22,63;Mujeres;2;No;;Regular;356,3599;No;;;Pregrado
2017;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,7;Hombres;2;No;;Regular;560,1709;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,63;Mujeres;3;No;;Regular;331,1043;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,29;Hombres;4;No;;Regular;459,17;No;;;Pregrado
2017;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,7;Hombres;3;No;;Regular;722,0552;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2017;2;TOLIMA;73;NATAGAIMA;73483;-75,09059602;3,620513866;21,21;Hombres;1;No;;Regular;461,49;No;;;Pregrado
2014;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;17,07;Mujeres;3;No;;Regular;559,0068;No;;;Pregrado
2012;2;CUNDINAMARCA;25;COTA;25214;-74,10293364;4,808700968;17,93;Hombres;2;No;;Especial;538,921;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,17;Hombres;2;No;;Regular;476,0578;No;;;Pregrado
2021;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21;Hombres;2;No;;Regular;607,8083;No;;;Pregrado
2018;2;META;50;VILLAVICENCIO;50001;-73,6268779;4,12295758;18;Hombres;2;No;;Regular;594,5772;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,2;Mujeres;3;No;;Regular;488,1411;No;;;Pregrado
2020;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;16;Hombres;2;No;;Regular;579,5292;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,42;Hombres;2;No;;Regular;449,48;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,12;Hombres;4;No;;Regular;400,63;No;;;Pregrado
2015;2;NARIÑO;52;PASTO;52001;-77,27826745;1,212808597;18,07;Mujeres;2;No;;Regular;542,1771;No;;;Pregrado
2008;1;MAGDALENA;47;EL BANCO;47245;-73,97939172;8,998318274;17,66;Mujeres;2;No;;Regular;;No;;;Pregrado
2020;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19;Hombres;3;No;;Regular;466,8119;No;;;Pregrado
2013;1;CHOCÓ;27;CONDOTO;27205;-76,64651743;5,093507939;16,45;Hombres;1;No;;Especial;435,37;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;17,5;Hombres;3;No;;Especial;778,0098;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2018;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,3;Mujeres;2;No;;Regular;348,7458;No;;;Pregrado
2016;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,88;Hombres;2;No;;Regular;527,8937;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,86;Mujeres;3;No;;Regular;368,53;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;18,6;Mujeres;1;No;;Regular;363,8626;No;;;Pregrado
2016;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,83;Hombres;2;No;;Regular;537,7439;No;;;Pregrado
2012;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,29;Mujeres;2;No;;Regular;443,8322;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21;Mujeres;1;No;;Regular;4,37;Sí;Bogotá;Matemáticas y ciencias naturales;Maestría
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,36;Mujeres;2;No;;Regular;467,04;No;;;Pregrado
2020;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;26;Hombres;3;No;;Regular;;No;;;Pregrado
2014;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;15,6;Mujeres;3;No;;Regular;516,3252;No;;;Pregrado
2011;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,26;Mujeres;2;No;;Regular;433,4248;No;;;Pregrado
2009;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,63;Mujeres;2;No;;Regular;408,77;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,2;Mujeres;2;No;;Regular;638,4448;No;;;Pregrado
2016;2;VALLE DEL CAUCA;76;PALMIRA;76520;-76,29821561;3,532937331;18,65;Mujeres;2;No;;Regular;368,1504;No;;;Pregrado
2011;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,02;Mujeres;3;No;;Regular;451,0893;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;25;Hombres;3;No;;Regular;;No;;Ciencias de la salud;Especialidades médicas
2019;1;CALDAS;17;MANIZALES;17001;-75,49041506;5,057050564;16;Mujeres;1;No;;Regular;589,1177;Sí;Manizales;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2008;1;MAGDALENA;47;CIÉNAGA;47189;-74,24136807;11,00743281;16,74;Mujeres;3;No;;Regular;;No;;;Pregrado
2019;1;CAUCA;19;TORIBÍO;19821;-76,27049302;2,953701969;26;Hombres;1;No;;Especial;;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,93;Hombres;2;No;;Regular;798,34;Sí;Bogotá;Matemáticas y ciencias naturales;Pregrado
2009;1;ARAUCA;81;ARAUCA;81001;-70,76277305;7,077736502;16,65;Hombres;2;No;;Especial;435,25;No;;;Pregrado
2012;1;CAQUETÁ;18;BELÉN DE LOS ANDAQUÍES;18094;-75,86926884;1,419975075;16,64;Hombres;1;No;;Especial;435,5043;No;;;Pregrado
2013;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,56;Hombres;2;No;;Regular;444,53;No;;;Pregrado
2008;1;SUCRE;70;SANTIAGO DE TOLÚ;70820;-75,58811834;9,508814959;28;Hombres;3;No;;Regular;;No;;Ciencias de la salud;Especialidades médicas
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,04;Mujeres;2;No;;Regular;434,09;No;;;Pregrado
2013;1;ANTIOQUIA;5;RIONEGRO;5615;-75,37625576;6,14622006;17,25;Mujeres;2;No;;Regular;474,81;No;;;Pregrado
2013;2;AMAZONAS;91;LETICIA;91001;-69,94067983;-4,21202317;17,64;Hombres;;No;;Especial;465,2595;Sí;Amazonía;Matemáticas y ciencias naturales;Pregrado
2012;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,05;Hombres;2;No;;Regular;485,0694;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21,47;Hombres;3;Sí;Auditiva;Regular;298,92;No;;;Pregrado
2017;1;CUNDINAMARCA;25;VILLETA;25875;-74,47289332;5,00942833;16,38;Mujeres;3;No;;Regular;378,7855;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;21,37;Hombres;3;No;;Regular;393,9109;No;;;Pregrado
2012;1;ATLÁNTICO;8;BARRANQUILLA;8001;-74,81878809;10,97964939;24;Hombres;2;No;;Regular;3,9;Sí;Bogotá;Ingeniería, arquitectura, urbanismo y afines;Maestría
2011;1;CUNDINAMARCA;25;Cajica;25126;-74,02363653;4,920872914;17,25;Mujeres;2;No;;Regular;407,2653;No;;;Pregrado
2011;1;CÓRDOBA;23;Montería;23001;-75,89563933;8,749916663;16,8;Hombres;2;No;;Regular;622,9916;Sí;Medellín;Ingeniería, arquitectura, urbanismo y afines;Pregrado
2009;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,79;Mujeres;1;No;;Regular;282,66;No;;;Pregrado
2015;2;LA GUAJIRA;44;BARRANCAS;44078;-72,79618707;10,95310426;17,99;Hombres;4;No;;Regular;618,9478;No;;;Pregrado
2021;1;CESAR;20;AGUACHICA;20011;-73,60130045;8,310120969;17;Mujeres;2;No;;Regular;527,2005;No;;;Pregrado
2017;2;NARIÑO;52;CÓRDOBA;52215;-77,51806895;0,853665966;23,04;Hombres;;No;;Especial;;No;;;Pregrado
2020;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;37;Hombres;3;Sí;Visual;Regular;2,95;No;;Ciencias sociales y humanas;Maestría
2013;1;VALLE DEL CAUCA;76;LA UNIÓN;76400;-76,10317217;4,532958241;25,12;Mujeres;1;No;;Regular;558,81;Sí;Manizales;Economía, administración, contaduría y afines;Pregrado
2011;2;CUNDINAMARCA;25;FACATATIVÁ;25269;-74,35101469;4,812242015;16,94;Hombres;2;No;;Regular;;No;;;Pregrado
2012;2;BOYACÁ;15;SOGAMOSO;15759;-72,9232369;5,724862053;16,42;Mujeres;2;No;;Regular;467,2001;No;;;Pregrado
2009;1;TOLIMA;73;SAN SEBASTIÁN DE MARIQUITA;73443;5,20016963;5,20016963;25;Mujeres;3;No;;Regular;3,55;Sí;Bogotá;Ciencias sociales y humanas;Maestría
2018;2;ATLÁNTICO;8;BARRANQUILLA;8001;-74,81878809;10,97964939;34;Mujeres;4;No;;Regular;3,61;Sí;Medellín;Economía, administración, contaduría y afines;Especialización
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,67;Mujeres;2;No;;Regular;434,13;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,98;Mujeres;2;No;;Regular;525,82;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,16;Hombres;2;No;;Regular;375,19;No;;;Pregrado
2009;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;16,31;Hombres;2;No;;Regular;445,24;No;;;Pregrado
2012;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;18,08;Mujeres;2;No;;Regular;;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;20,79;Hombres;3;No;;Regular;;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,36;Mujeres;1;No;;Regular;308,5271;No;;;Pregrado
2010;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;23;Hombres;3;No;;Regular;1,74;No;;Ciencias de la salud;Especialidades médicas
2017;1;CALDAS;17;PENSILVANIA;17541;-75,1592945;5,383718517;17,62;Mujeres;2;No;;Regular;521,775;No;;;Pregrado
2018;1;BOYACÁ;15;TUNJA;15001;-73,35436382;5,539370636;30;Hombres;3;No;;Regular;;No;;Ciencias sociales y humanas;Maestría
2018;2;CUNDINAMARCA;25;GUACHETÁ;25317;-73,68689612;5,38359009;20;Hombres;2;No;;Regular;348,3787;No;;;Pregrado
2010;2;VALLE DEL CAUCA;76;CALI;76001;-76,5263912;3,406382184;17,36;Mujeres;3;No;;Regular;410,3041;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;16,91;Hombres;1;No;;Regular;466,6479;No;;;Pregrado
2008;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;28,41;Mujeres;2;No;;Regular;513,36;No;;;Pregrado
2019;1;CAUCA;19;PIAMONTE;19533;-76,32672139;1,115676908;26;Mujeres;1;No;;Especial;;No;;;Pregrado
2014;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;22,19;Hombres;2;No;;Regular;474,2061;No;;;Pregrado
2013;1;ANTIOQUIA;5;MEDELLÍN;5001;-75,57705563;6,24894081;26,29;Hombres;2;No;;Regular;512,45;No;;;Pregrado
2020;1;CUNDINAMARCA;25;FUSAGASUGÁ;25290;-74,36636797;4,337748142;16;Mujeres;3;No;;Regular;451,4642;No;;;Pregrado
2019;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;91263;-74,11391872;4,62457505;20;Mujeres;2;No;;Regular;421,3479;No;;;Pregrado
2008;1;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;19,11;Mujeres;2;No;;Regular;;No;;;Pregrado
2018;1;NARIÑO;52;SAN ANDRÉS DE TUMACO;52835;-78,78940097;1,750299723;16,8;Mujeres;1;No;;Especial;427,6193;No;;;Pregrado
2015;2;BOGOTÁ, D. C.;11;BOGOTÁ, D.C.;11001;-74,11391872;4,62457505;17,55;Mujeres;3;No;;Regular;451,7095;No;;;Pregrado
2011;1;BOGOTÁ, D. C.;11;Bogotá D.C.;11001;-74,11391872;4,62457505;16,28;Mujeres;2;No;;Regular;402,2866;No;;;Pregrado
